id,fullpath,dcTitle,entity,uri
13682,"/Persone/Mongne, Thierry (13682)","Mongne, Thierry",,
13683,"/Persone/Guerri, Jean-Christophe (13683)","Guerri, Jean-Christophe",,
13684,"/Persone/Maurin, Elisabeth (13684)",Élisabeth Maurin,Q3587904,https://www.wikidata.org/wiki/Q3587904
13685,"/Persone/Quéval, Laurent (13685)","Quéval, Laurent",,
13686,"/Persone/Quilleré, Eric (13686)","Quilleré, Eric",,
13687,"/Persone/Casanova, Montserrat (13687)",Montserrat Casanova,Q95650763,https://www.wikidata.org/wiki/Q95650763
13688,"/Persone/Garcia, Eloy (13688)",Eloy Tizón,Q4458150,https://www.wikidata.org/wiki/Q4458150
13689,"/Persone/Contardi, Laura (13689)","Contardi, Laura",,
13690,"/Persone/Basagni, Carolina (13690)","Basagni, Carolina",,
13691,"/Persone/Curino, Laura (13691)",Laura Curino,Q3218675,https://www.wikidata.org/wiki/Q3218675
13692,"/Persone/Scarlini, Luca (13692)",Luca Scarlini,Q53453561,https://www.wikidata.org/wiki/Q53453561
13693,"/Persone/Caeyers, Jan (13693)",Jan Caeyers,Q2180484,https://www.wikidata.org/wiki/Q2180484
13694,"/Persone/Blok, Aleksandr Aleksandrovic (13694)",Alexander Blok,Q164765,https://www.wikidata.org/wiki/Q164765
13695,"/Persone/Cigoli, Anna Maria (13695)",Anna Maria Cigoli,Q3617751,https://www.wikidata.org/wiki/Q3617751
13696,"/Persone/Minella, Silvano (13696)","Minella, Silvano",,
13697,"/Persone/Perini, Marco (13697)",Marco Perini,Q41146910,https://www.wikidata.org/wiki/Q41146910
13698,"/Persone/Valade, Pierre-André (13698)",Pierre-André Valade,Q3382823,https://www.wikidata.org/wiki/Q3382823
13699,"/Persone/Murail, Tristan (13699)",تريستان مورايل,Q708501,https://www.wikidata.org/wiki/Q708501
13700,"/Persone/Boulez, Pierre (13700)",Pierre Boulez,Q156193,https://www.wikidata.org/wiki/Q156193
13701,"/Persone/Tirelli, Roberto (13701)",Roberto Tirelli,Q16268834,https://www.wikidata.org/wiki/Q16268834
13702,"/Persone/Auric, Georges (13702)",Georges Auric,Q251818,https://www.wikidata.org/wiki/Q251818
13703,"/Persone/Buffet, Bernard (13703)",Bernard Buffet,Q365304,https://www.wikidata.org/wiki/Q365304
13704,"/Persone/Pautou, René (13704)","Pautou, René",,
13705,"/Persone/Ailey, Alvin (13705)",Alvin Ailey,Q449037,https://www.wikidata.org/wiki/Q449037
13706,"/Persone/Ellington, Duke (13706)",ديوك إلينغتون,Q4030,https://www.wikidata.org/wiki/Q4030
13707,"/Persone/Simenon, George (13707)",Georges Simenon,Q128790,https://www.wikidata.org/wiki/Q128790
13708,"/Persone/Spence, Chenault (13708)","Spence, Chenault",,
13709,"/Persone/Di Stefano, Giulia (13709)",Giulia Di Stefano,Q60441207,https://www.wikidata.org/wiki/Q60441207
13710,"/Persone/Poggioli, Guy (13710)","Poggioli, Guy",,
13711,"/Persone/Kuroda, Aki (13711)",Aki Kuroda,Q1091015,https://www.wikidata.org/wiki/Q1091015
13712,"/Persone/Pierre, Hervé (13712)",Hervé Pierre,Q3134621,https://www.wikidata.org/wiki/Q3134621
13713,"/Persone/Gay, Dominique (13713)",Dominique Gay Sylvestre,Q132952993,https://www.wikidata.org/wiki/Q132952993
13714,"/Persone/Anteski, Caroline (13714)","Anteski, Caroline",,
13715,"/Persone/Bauchant, André (13715)",André Bauchant,Q516924,https://www.wikidata.org/wiki/Q516924
13716,"/Persone/Negri, Renato (13716)",Renato Negri,Q3932734,https://www.wikidata.org/wiki/Q3932734
13717,"/Persone/Paterlini, Leonida (13717)","Paterlini, Leonida",,
13718,"/Persone/Clemencic, René (13718)",René Clemencic,Q697674,https://www.wikidata.org/wiki/Q697674
13719,"/Persone/Mason, Colin (13719)",Colin Mason,Q5145333,https://www.wikidata.org/wiki/Q5145333
13720,"/Persone/Curry, James (13720)",James Curry,Q6132066,https://www.wikidata.org/wiki/Q6132066
13721,"/Persone/Lambauer, Bernd (13721)","Lambauer, Bernd",,
13722,"/Persone/Kenda, Gerard (13722)","Kenda, Gerard",,
13723,"/Persone/Rossi Gastaldi, Patrick (13723)",Patrick Rossi Gastaldi,Q3897761,https://www.wikidata.org/wiki/Q3897761
13724,"/Persone/Slade, Bernard (13724)",Bernard Slade,Q822714,https://www.wikidata.org/wiki/Q822714
13725,"/Persone/Gangarella, Cinzia (13725)",Cinzia Gangarella,Q3677342,https://www.wikidata.org/wiki/Q3677342
13726,"/Persone/Marino, Nino (13726)",Nino Marino,Q1647795,https://www.wikidata.org/wiki/Q1647795
13727,"/Persone/Massiotta, Gianluca (13727)","Massiotta, Gianluca",,
13728,"/Persone/Scuccimarra, Grazia (13728)",Grazia Scuccimarra,Q3775996,https://www.wikidata.org/wiki/Q3775996
13729,"/Persone/Horovitz, Israel Arthur (13729)","Horovitz, Israel Arthur",,
13730,"/Persone/Sioli, Emilio (13730)","Sioli, Emilio",,
13731,"/Persone/Parenti, Ludovico (13731)","Parenti, Ludovico",,
13732,"/Persone/Cabella, Giancarlo (13732)","Cabella, Giancarlo",,
13733,"/Persone/Valk, Steven (13733)","Valk, Steven",,
13734,"/Persone/Amyot, Shaun (13734)",Shaun Amyot,Q53095266,https://www.wikidata.org/wiki/Q53095266
13735,"/Persone/Antonucci, Luca (13735)","Antonucci, Luca",,
13736,"/Persone/Hoffmann, Ernst Theodor Amadeus (13736)",E. T. A. Hoffmann,Q150471,https://www.wikidata.org/wiki/Q150471
13737,"/Persone/Bragatto, Denis (13737)","Bragatto, Denis",,
13738,"/Persone/Fripp, Robert (13738)",Robert Fripp,Q203185,https://www.wikidata.org/wiki/Q203185
13739,"/Persone/Nascimiento, Milton (13739)","Nascimiento, Milton",,
13740,"/Persone/Loquasto, Santo (13740)",Santo Loquasto,Q2223675,https://www.wikidata.org/wiki/Q2223675
13741,"/Persone/Wirkula, Judy (13741)","Wirkula, Judy",,
13742,"/Persone/Karinska, Barbara (13742)",Barbara Karinska,Q438450,https://www.wikidata.org/wiki/Q438450
13743,"/Persone/Del Pezzo, Lucio (13743)",Lucio Del Pezzo,Q3838854,https://www.wikidata.org/wiki/Q3838854
13744,"/Persone/Geringas, David (13744)",David Geringas,Q682961,https://www.wikidata.org/wiki/Q682961
13745,"/Persone/Schatz, Tatjana (13745)","Schatz, Tatjana",,
13746,"/Persone/Del Pino Klinge, David (13746)","Del Pino Klinge, David",,
13747,"/Persone/Colla, Alberto (13747)",Alberto Colla,Q17158046,https://www.wikidata.org/wiki/Q17158046
13748,"/Persone/Mosley, George (13748)",George Mosley,Q75912174,https://www.wikidata.org/wiki/Q75912174
13749,"/Persone/Rumetz, Paolo (13749)",Paolo Rúmetz,Q19298207,https://www.wikidata.org/wiki/Q19298207
13750,"/Persone/Vavrille, Annie Helene (13750)","Vavrille, Annie Helene",,
13751,"/Persone/Gallo, Costanza (13751)","Gallo, Costanza",,
13752,"/Persone/Ulivieri, Nicola (13752)",Nicola Ulivieri,Q3876384,https://www.wikidata.org/wiki/Q3876384
13753,"/Persone/Muzzi, Lorenzo (13753)","Muzzi, Lorenzo",,
13754,"/Persone/Dimitriu, Doina (13754)","Dimitriu, Doina",,
13755,"/Persone/Mazzola, Enrique (13755)",Enrique Mazzola,Q5379757,https://www.wikidata.org/wiki/Q5379757
13756,"/Persone/Chaplin, Charlie (13756)",Charlie Chaplin,Q882,https://www.wikidata.org/wiki/Q882
13757,"/Persone/Chaplin, Annie (13757)","Chaplin, Annie",,
13758,"/Persone/Bubbles, Charlie (13758)","Bubbles, Charlie",,
13759,"/Persone/De Giorgi, Anna (13759)",Eleonora Giorgi,Q3721768,https://www.wikidata.org/wiki/Q3721768
13760,"/Persone/Hadjidakis, Manos (13760)",Manos Hatzidakis,Q447433,https://www.wikidata.org/wiki/Q447433
13761,"/Persone/Le Bars, Hugues (13761)",Hugues Le Bars,Q3142630,https://www.wikidata.org/wiki/Q3142630
13762,"/Persone/Nussac, Stanislas de (13762)","Nussac, Stanislas de",,
13763,"/Persone/Fliegel, Erwin (13763)","Fliegel, Erwin",,
13764,"/Persone/Leissle, Walter (13764)",Walter Leissle,Q111416569,https://www.wikidata.org/wiki/Q111416569
13765,"/Persone/Chanut, Olivier (13765)","Chanut, Olivier",,
13766,"/Persone/North, Robert (13766)",Robert North,Q3938389,https://www.wikidata.org/wiki/Q3938389
13767,"/Persone/Hartel, Austin (13767)","Hartel, Austin",,
13768,"/Persone/Messina, Orazio (13768)","Messina, Orazio",,
13769,"/Persone/Dobrievich, Ljuba (13769)","Dobrievich, Ljuba",,
13770,"/Persone/Jancu, Gheorge (13770)","Jancu, Gheorge",,
13771,"/Persone/Angione, Girolamo (13771)","Angione, Girolamo",,
13772,"/Persone/Gazzolo, Nando (13772)",Nando Gazzolo,Q3870111,https://www.wikidata.org/wiki/Q3870111
13773,"/Persone/Della Monica, Antonello (13773)","Della Monica, Antonello",,
13774,"/Persone/Cosi, Liliana (13774)",Liliana Cosi,Q1587441,https://www.wikidata.org/wiki/Q1587441
13775,"/Persone/Stefanescu, Marinel (13775)","Stefanescu, Marinel",,
13776,"/Persone/Cazacu, Hristofenia (13776)","Cazacu, Hristofenia",,
13777,"/Persone/Bonacci, Faliero (13777)","Bonacci, Faliero",,
13778,"/Persone/Flaborea, Beatrice (13778)","Flaborea, Beatrice",,
13779,"/Persone/Bassi, Luca (13779)",Luca Bassi,Q21542415,https://www.wikidata.org/wiki/Q21542415
13780,"/Persone/Salema, Ricardo (13780)","Salema, Ricardo",,
13781,"/Persone/Rachmaninov, Sergej (13781)",Sergei Rachmaninoff,Q131861,https://www.wikidata.org/wiki/Q131861
13782,"/Persone/Kirby, Christopher (13782)",Christopher Kirby,Q1086790,https://www.wikidata.org/wiki/Q1086790
13783,"/Persone/Castro, Ricardo (13783)",Ricardo Castro,Q330862,https://www.wikidata.org/wiki/Q330862
13784,"/Persone/Wakhevitch, George (13784)",Georges Wakhévitch,Q2483186,https://www.wikidata.org/wiki/Q2483186
13785,"/Persone/Greeenwood, Jane (13785)","Greeenwood, Jane",,
13786,"/Persone/Moricone, Massimo (13786)",Massimo Moricone,Q133673306,https://www.wikidata.org/wiki/Q133673306
13787,"/Persone/D'Antonio, Annalisa (13787)","D'Antonio, Annalisa",,
13788,"/Persone/Montanari, Valentina (13788)","Montanari, Valentina",,
13789,"/Persone/Sanacori, Lidia (13789)","Sanacori, Lidia",,
13790,"/Persone/Petti, Giusy (13790)","Petti, Giusy",,
13791,"/Persone/Andracchio, Silvia (13791)","Andracchio, Silvia",,
13792,"/Persone/Lera, Elena (13792)",Elena Lera,Q117324823,https://www.wikidata.org/wiki/Q117324823
13793,"/Persone/Duras, Marguerite (13793)",Marguerite Duras,Q153248,https://www.wikidata.org/wiki/Q153248
13794,"/Persone/Reinhards, D. (13794)",Django Reinhardt,Q44122,https://www.wikidata.org/wiki/Q44122
13796,"/Persone/Salvo, Lily (13796)",Lily Salvo,Q42402048,https://www.wikidata.org/wiki/Q42402048
13797,"/Persone/Grompone, Aldo (13797)","Grompone, Aldo",,
13798,"/Persone/De Vittorio, Giovancosimo (13798)","De Vittorio, Giovancosimo",,
13799,"/Persone/Di Francescantonio, Franco (13799)",Franco Di Francescantonio,Q3751274,https://www.wikidata.org/wiki/Q3751274
13800,"/Persone/Fiumi, Rossella (13800)","Fiumi, Rossella",,
13801,"/Persone/Ceccomori, Andrea (13801)","Ceccomori, Andrea",,
13802,"/Persone/Rossi, Francesca (13802)",Francesca Rossi,Q3749448,https://www.wikidata.org/wiki/Q3749448
13803,"/Persone/Lucchino, Gianfranco (13803)","Lucchino, Gianfranco",,
13804,"/Persone/Peruzzi, Anna (13804)",Anna Maria Peruzzi,Q24261899,https://www.wikidata.org/wiki/Q24261899
13805,"/Persone/Battista, Tonino (13805)",Tonino Battista,Q133628931,https://www.wikidata.org/wiki/Q133628931
13806,"/Persone/Della Casa, Giuliano (13806)","Della Casa, Giuliano",,
13807,"/Persone/Corradi, Laura (13807)",Laura Corradi,Q84167643,https://www.wikidata.org/wiki/Q84167643
13808,"/Persone/Franceschini, Egizia (13808)","Franceschini, Egizia",,
13809,"/Persone/Cortellazzo, Martina (13809)","Cortellazzo, Martina",,
13810,"/Persone/Radice, Augusto (13810)","Radice, Augusto",,
13811,"/Persone/Borsatti, Alessandro (13811)","Borsatti, Alessandro",,
13812,"/Persone/Figna, Claudio (13812)","Figna, Claudio",,
13814,"/Persone/Cosimi, Enzo (13814)",Enzo Cosimi,Q330737,https://www.wikidata.org/wiki/Q330737
13815,"/Persone/Bertoni, Marco (13815)",Marco Bertoni,Q88083582,https://www.wikidata.org/wiki/Q88083582
13816,"/Persone/Serotti, Enrico (13816)","Serotti, Enrico",,
13817,"/Persone/Manen, Hans van (13817)",Hans Van Manen,Q1583352,https://www.wikidata.org/wiki/Q1583352
13818,"/Persone/Anderson, Laurie (13818)",Laurie Anderson,Q235066,https://www.wikidata.org/wiki/Q235066
13819,"/Persone/Hagen, Nina (13819)",Nina Hagen,Q159099,https://www.wikidata.org/wiki/Q159099
13820,"/Persone/Dekker, Keso (13820)",Keso Dekker,Q21196889,https://www.wikidata.org/wiki/Q21196889
13821,"/Persone/Hofstra, Jan (13821)",Henk Hofstra,Q2997332,https://www.wikidata.org/wiki/Q2997332
13822,"/Persone/Catoni, Gianfranco (13822)","Catoni, Gianfranco",,
13823,"/Persone/Bookwood, William (13823)","Bookwood, William",,
13824,"/Persone/O'Malley, H. (13824)",Helen H. H. O'Malley,Q131281968,https://www.wikidata.org/wiki/Q131281968
13825,"/Persone/Giovannini, Marina (13825)","Giovannini, Marina",,
13826,"/Persone/Sieni, Virgilio (13826)",Virgilio Sieni,Q101418721,https://www.wikidata.org/wiki/Q101418721
13827,"/Persone/Prada, Miuccia (13827)",Miuccia Prada,Q242342,https://www.wikidata.org/wiki/Q242342
13828,"/Persone/Meloni, Carlo (13828)",Carlo Meloni,Q24175152,https://www.wikidata.org/wiki/Q24175152
13829,"/Persone/Borè, Serge (13829)","Borè, Serge",,
13830,"/Persone/Reggiani, Chiara (13830)","Reggiani, Chiara",,
13831,"/Persone/Spinosi, Graziano (13831)","Spinosi, Graziano",,
13832,"/Persone/Casula, Toni (13832)","Casula, Toni",,
13833,"/Persone/Certini, Alessandro (13833)","Certini, Alessandro",,
13834,"/Persone/Zerbey, Charlotte (13834)","Zerbey, Charlotte",,
13835,"/Persone/Honsinger, Tristan (13835)",Tristan Honsinger,Q2454204,https://www.wikidata.org/wiki/Q2454204
13836,"/Persone/Draghi, Tiziana (13836)","Draghi, Tiziana",,
13837,"/Persone/Mugnai, Loretta (13837)","Mugnai, Loretta",,
13838,"/Persone/Castello, Roberto (13838)",Roberto Castello,Q3938665,https://www.wikidata.org/wiki/Q3938665
13839,"/Persone/Rossi, Giorgio (13839)",Giorgio Rossi,Q1525543,https://www.wikidata.org/wiki/Q1525543
13840,"/Persone/De Jong, Maria (13840)",Maria Hillegonda de Jong,Q1975979,https://www.wikidata.org/wiki/Q1975979
13841,"/Persone/Rosati, Ilda (13841)","Rosati, Ilda",,
13842,"/Persone/Horsthuis, Maurice (13842)",Maurice Horsthuis,Q1518189,https://www.wikidata.org/wiki/Q1518189
13843,"/Persone/Tetley, Glen (13843)",Glen Tetley,Q1530860,https://www.wikidata.org/wiki/Q1530860
13844,"/Persone/Ter-Arutunian, Rouben (13844)",Rouben Ter-Arutunian,Q7370742,https://www.wikidata.org/wiki/Q7370742
13845,"/Persone/Kim, Willa (13845)",Willa Kim,Q16082134,https://www.wikidata.org/wiki/Q16082134
13846,"/Persone/Gambaro, Maria Antonietta (13846)",Marie Antonietta Gambaro,Q21456530,https://www.wikidata.org/wiki/Q21456530
13847,"/Persone/Borriello, Adriana (13847)",Adriana Borriello,Q56934739,https://www.wikidata.org/wiki/Q56934739
13848,"/Persone/Nyman, Michael (13848)",Michael Nyman,Q313639,https://www.wikidata.org/wiki/Q313639
13849,"/Persone/Nazzaro, Paola (13849)",Paola Nazzaro,Q3893605,https://www.wikidata.org/wiki/Q3893605
13850,"/Persone/Barbarini, Silvana (13850)","Barbarini, Silvana",,
13851,"/Persone/Storari, Luca (13851)","Storari, Luca",,
13852,"/Persone/Cazzola, Donatella (13852)","Cazzola, Donatella",,
13853,"/Persone/Bertotto, Daniele (13853)",Daniele Bertotto,Q3701872,https://www.wikidata.org/wiki/Q3701872
13854,"/Persone/Pandiani, Luciano (13854)","Pandiani, Luciano",,
13855,"/Persone/Iturrioz, Carlos (13855)","Iturrioz, Carlos",,
13856,"/Persone/Parretti, Federica (13856)","Parretti, Federica",,
13857,/Persone/Tamia (13857),Tamia,Q271874,https://www.wikidata.org/wiki/Q271874
13858,"/Persone/Monk, Meredith (13858)",Meredith Monk,Q267170,https://www.wikidata.org/wiki/Q267170
13859,"/Persone/Morselli, Mirka (13859)","Morselli, Mirka",,
13860,"/Persone/Roman, Ana Catalina (13860)",Ana Catalina Roman,Q52636885,https://www.wikidata.org/wiki/Q52636885
13861,"/Persone/Carpitella, Sara (13861)","Carpitella, Sara",,
13862,"/Persone/Volpini, Massimiliano (13862)","Volpini, Massimiliano",,
13863,"/Persone/Schmithüsen, Ingrid (13863)",Ingrid Schmithüsen,Q17151143,https://www.wikidata.org/wiki/Q17151143
13864,"/Persone/Groenewold, Ulla (13864)",Ulla Groenewold,Q100267549,https://www.wikidata.org/wiki/Q100267549
13865,"/Persone/Jochens, Wilfried (13865)",Wilfried Jochens,Q17523858,https://www.wikidata.org/wiki/Q17523858
13866,"/Persone/Carbone, Giuseppe (13866)",Giuseppe Carbone,Q26720436,https://www.wikidata.org/wiki/Q26720436
13867,"/Persone/Mertens, Klaus (13867)",Klaus Mertens,Q1745436,https://www.wikidata.org/wiki/Q1745436
13868,"/Persone/Cullberg, Birgit (13868)",Birgit Cullberg,Q435063,https://www.wikidata.org/wiki/Q435063
13869,"/Persone/Dorella, Oriella (13869)",Oriella Dorella,Q3885794,https://www.wikidata.org/wiki/Q3885794
13870,"/Persone/Craciun, Cristian (13870)",Cristian Crăciun,Q5186173,https://www.wikidata.org/wiki/Q5186173
13871,"/Persone/Pistoni, Mario (13871)",Mario Pistoni,Q34934043,https://www.wikidata.org/wiki/Q34934043
13872,"/Persone/Pierin, Marco (13872)","Pierin, Marco",,
13873,"/Persone/Bortoluzzi, Paolo (13873)",Paolo Bortoluzzi,Q2002369,https://www.wikidata.org/wiki/Q2002369
13874,"/Persone/Brady, Eileen (13874)",Eileen Brady,Q5349326,https://www.wikidata.org/wiki/Q5349326
13875,"/Persone/Vollet Garner, Carol (13875)","Vollet Garner, Carol",,
13876,"/Persone/Chalmer, Paul (13876)",Paul Chalmers,Q7149771,https://www.wikidata.org/wiki/Q7149771
13877,"/Persone/Gai, Loris (13877)",Loris Gai,Q102075941,https://www.wikidata.org/wiki/Q102075941
13878,"/Persone/Fascilla, Roberto (13878)","Fascilla, Roberto",,
13879,"/Persone/Menegatti, Beppe (13879)",Beppe Menegatti,Q16532032,https://www.wikidata.org/wiki/Q16532032
13880,"/Persone/Deane, Derek (13880)",Derek Deane,Q5261916,https://www.wikidata.org/wiki/Q5261916
13881,"/Persone/Biagi, Vittorio (13881)",Vittorio Biagi,Q4015299,https://www.wikidata.org/wiki/Q4015299
13882,"/Persone/Cranko, John (13882)",John Cranko,Q1352987,https://www.wikidata.org/wiki/Q1352987
13883,"/Persone/Di Daniele, Teresa (13883)","Di Daniele, Teresa",,
13884,"/Persone/Newson, David (13884)",Malcolm David Newson,Q93386541,https://www.wikidata.org/wiki/Q93386541
13885,"/Persone/Vincent, Judith (13885)",Marjorie Vincent,Q3849420,https://www.wikidata.org/wiki/Q3849420
13886,"/Persone/Fowler, Alesia (13886)","Fowler, Alesia",,
13887,"/Persone/Mohovic, Paolo (13887)","Mohovic, Paolo",,
13888,"/Persone/Rinciari, Santi (13888)","Rinciari, Santi",,
13889,"/Persone/Terabust, Elisabetta (13889)",Elisabetta Terabust,Q3723264,https://www.wikidata.org/wiki/Q3723264
13890,"/Persone/Verchere, Jean-Charles (13890)","Verchere, Jean-Charles",,
13891,"/Persone/Dalibert, Laurent (13891)","Dalibert, Laurent",,
13892,"/Persone/Hauswald, Thierry (13892)","Hauswald, Thierry",,
13893,"/Persone/Vincendeau, David (13893)","Vincendeau, David",,
13894,"/Persone/Bianchi, Monica (13894)",Monica Bianchi,Q86408135,https://www.wikidata.org/wiki/Q86408135
13895,"/Persone/Di Cicco, Giovanni (13895)",Pacecco De Rosa,Q1092358,https://www.wikidata.org/wiki/Q1092358
13896,"/Persone/Moretti, Clelia (13896)",Clelia Moretti,Q52635970,https://www.wikidata.org/wiki/Q52635970
13897,"/Persone/Roach, Max (13897)",Max Roach,Q175899,https://www.wikidata.org/wiki/Q175899
13898,"/Persone/Vergari, Angelo (13898)","Vergari, Angelo",,
13899,"/Persone/Haydée, Marcia (13899)",Marcia Haydée,Q443531,https://www.wikidata.org/wiki/Q443531
13900,"/Persone/Neumeier, John (13900)",John Neumeier,Q695168,https://www.wikidata.org/wiki/Q695168
13901,"/Persone/Simon Munnich, Férial (13901)","Simon Munnich, Férial",,
13902,"/Persone/Krog, Karin (13902)",Karin Krog,Q469800,https://www.wikidata.org/wiki/Q469800
13903,"/Persone/Bertoni, Donatella (13903)","Bertoni, Donatella",,
13904,"/Persone/Ekson, Larrio (13904)",Larrio Ekson,Q3218005,https://www.wikidata.org/wiki/Q3218005
13905,"/Persone/Hanke, Susanne (13905)",Susanne Christina Hanke-Damianov,Q133510157,https://www.wikidata.org/wiki/Q133510157
13906,"/Persone/Cragun, Richard (13906)",Richard Cragun,Q324819,https://www.wikidata.org/wiki/Q324819
13907,"/Persone/Diamond, Randy (13907)",Randy Diamond,Q16298795,https://www.wikidata.org/wiki/Q16298795
13908,"/Persone/Stuck, Leslie (13908)",Leslie Stuck,Q53113621,https://www.wikidata.org/wiki/Q53113621
13909,"/Persone/Crossman- Hecht, Eva (13909)",Eva Crossman-Hecht,Q52627977,https://www.wikidata.org/wiki/Q52627977
13910,"/Persone/Foss, Lukas (13910)",Lukas Foss,Q213709,https://www.wikidata.org/wiki/Q213709
13911,"/Persone/Porcher, Nananne (13911)",Nananne Porcher,Q135454670,https://www.wikidata.org/wiki/Q135454670
13912,"/Persone/Tuggle, Glen (13912)","Tuggle, Glen",,
13913,"/Persone/Corbett, Elizabeth (13913)",Elizabeth L. Corbett,Q38640703,https://www.wikidata.org/wiki/Q38640703
13914,"/Persone/Bürkle, Christine (13914)","Bürkle, Christine",,
13915,"/Persone/Champion, Nicolas (13915)",Nicolas Champion,Q1999094,https://www.wikidata.org/wiki/Q1999094
13916,"/Persone/Jones, Evan (13916)",Evan Jones,Q1029535,https://www.wikidata.org/wiki/Q1029535
13917,"/Persone/Amagatsu, Ushio (13917)",Ushio Amagatsu,Q2614506,https://www.wikidata.org/wiki/Q2614506
13918,"/Persone/Yoshikawa, Yoichiro (13918)",Yoichiro Yoshikawa,Q11413023,https://www.wikidata.org/wiki/Q11413023
13919,/Persone/Yas-Kaz (13919),Yas-Kaz,Q55999449,https://www.wikidata.org/wiki/Q55999449
13920,"/Persone/Lizuka, Masayo (13920)","Lizuka, Masayo",,
13921,"/Persone/Ota, Masatomo (13921)",Masatomo Ōta,Q11444461,https://www.wikidata.org/wiki/Q11444461
13922,"/Persone/Yamaga, Tsutomo (13922)","Yamaga, Tsutomo",,
13923,"/Persone/Nakahara, Kazuhiro (13923)","Nakahara, Kazuhiro",,
13924,"/Persone/Morita, Keiji (13924)","Morita, Keiji",,
13925,"/Persone/Ogata, Atsushi (13925)",Atsushi Ogata,Q4817819,https://www.wikidata.org/wiki/Q4817819
13926,"/Persone/Iwashita, Toru (13926)","Iwashita, Toru",,
13927,/Persone/Shotakeuchi (13927),Shotakeuchi,,
13928,"/Persone/Saura, Carlos (13928)",Carlos Saura,Q295855,https://www.wikidata.org/wiki/Q295855
13929,"/Persone/Vera, Gerardo (13929)",Gerardo Vera,Q434588,https://www.wikidata.org/wiki/Q434588
13930,"/Persone/Arauzo, Stella (13930)","Arauzo, Stella",,
13931,"/Persone/Jurado, Rocio (13931)",Rocío Jurado,Q259152,https://www.wikidata.org/wiki/Q259152
13932,"/Persone/Derevianko, Vladimir Ilic (13932)","Derevianko, Vladimir Ilic",,
13933,"/Persone/Della Monica, Giuseppe (13933)","Della Monica, Giuseppe",,
13934,"/Persone/Paoluzi, Gianfranco (13934)","Paoluzi, Gianfranco",,
13935,"/Persone/Anni, Anna (13935)",Anna Anni,Q3617659,https://www.wikidata.org/wiki/Q3617659
13936,"/Persone/Vroom, Jean-Paul (13936)",Jean-Paul Vroom,Q41325912,https://www.wikidata.org/wiki/Q41325912
13937,"/Persone/Cunningham, Merce (13937)",Merce Cunningham,Q318364,https://www.wikidata.org/wiki/Q318364
13938,"/Persone/Kielblock, Carl (13938)","Kielblock, Carl",,
13939,"/Persone/Melo Pimenta, Emanuel de (13939)",Emanuel Dimas de Melo Pimenta,Q5369046,https://www.wikidata.org/wiki/Q5369046
13940,"/Persone/Bradshaw, Dove (13940)",Dove Bradshaw,Q5302393,https://www.wikidata.org/wiki/Q5302393
13941,"/Persone/Kosugi, Takehisa (13941)",Takehisa Kosugi,Q7677988,https://www.wikidata.org/wiki/Q7677988
13942,"/Persone/Tudor, David (13942)",David Tudor,Q1176914,https://www.wikidata.org/wiki/Q1176914
13943,"/Persone/Anastasi, William (13943)",William Anastasi,Q15459073,https://www.wikidata.org/wiki/Q15459073
13944,"/Persone/Pugliese, Michael (13944)",Michael Pugliese,Q59696548,https://www.wikidata.org/wiki/Q59696548
13945,"/Persone/Bugaev, Sergei (13945)",Sergei Bugaev,Q2264005,https://www.wikidata.org/wiki/Q2264005
13946,"/Persone/Berhman, David (13946)","Berhman, David",,
13947,"/Persone/Lancaster, Mark (13947)",Mark Lancaster,Q750161,https://www.wikidata.org/wiki/Q750161
13948,"/Persone/Tcherepnin, Ivan (13948)",Ivan Tcherepnin,Q1381689,https://www.wikidata.org/wiki/Q1381689
13949,"/Persone/Jones, Kristin (13949)",Kristin Jones,Q48689389,https://www.wikidata.org/wiki/Q48689389
13950,"/Persone/Ginzel, Andrew (13950)",Andrew Ginzel,Q94656106,https://www.wikidata.org/wiki/Q94656106
13951,"/Persone/Vásáry, Tamás (13951)",Tamás Vásáry,Q961302,https://www.wikidata.org/wiki/Q961302
13952,"/Persone/Guaitoli, Carlo (13952)",Carlo Guaitoli,Q133746993,https://www.wikidata.org/wiki/Q133746993
13953,"/Persone/Borzik, Rolf (13953)",Rolf Borzik,Q18221421,https://www.wikidata.org/wiki/Q18221421
13954,"/Persone/Ohana, Maurice (13954)",Maurice Ohana,Q974528,https://www.wikidata.org/wiki/Q974528
13955,"/Persone/Bayer, Francis (13955)",Francis Bayer,Q3081301,https://www.wikidata.org/wiki/Q3081301
13956,"/Persone/Nunes, Emanoel (13956)",Emanoel Edson de Oliveira Gomes,Q64832144,https://www.wikidata.org/wiki/Q64832144
13957,"/Persone/Markiz, Lev (13957)",Lev Markiz,Q2143562,https://www.wikidata.org/wiki/Q2143562
13958,"/Persone/Genet, Patrick (13958)","Genet, Patrick",,
13959,"/Persone/Gottraux, François (13959)","Gottraux, François",,
13960,"/Persone/Pache, Nicolas (13960)",Nicolas Pache,Q99689767,https://www.wikidata.org/wiki/Q99689767
13961,"/Persone/Jaermann, Marc (13961)","Jaermann, Marc",,
13962,"/Persone/Kagan, Oleg (13962)",Oleg Kagan,Q1363356,https://www.wikidata.org/wiki/Q1363356
13963,"/Persone/Lobanov, Vassili (13963)",Vasily Lobanov,Q871278,https://www.wikidata.org/wiki/Q871278
