id,fullpath,dcTitle,entity,uri
13964,"/Persone/De Geer, Marie-Louise (13964)",Marie-Louise Ekman,Q4578917,https://www.wikidata.org/wiki/Q4578917
13965,"/Persone/Auzely, Yvan (13965)",Yvan Auzely,Q18086003,https://www.wikidata.org/wiki/Q18086003
13966,"/Persone/Kage, Kristin (13966)",Kristin Kåge,Q4960330,https://www.wikidata.org/wiki/Q4960330
13967,"/Persone/Solecki, Jacek (13967)","Solecki, Jacek",,
13968,"/Persone/Korhonen, Saila (13968)","Korhonen, Saila",,
13969,"/Persone/Cosentino, Marie-Hélène (13969)","Cosentino, Marie-Hélène",,
13970,"/Persone/Kühn, Joachim (13970)",Joachim Kühn,Q314040,https://www.wikidata.org/wiki/Q314040
13971,"/Persone/Robert, Frederic Pierre (13971)",Alain de Benoist,Q516375,https://www.wikidata.org/wiki/Q516375
13972,"/Persone/Besombes, Patrice (13972)",Patrice Besombes,Q135458802,https://www.wikidata.org/wiki/Q135458802
13973,"/Persone/Gligo, Maritza (13973)","Gligo, Maritza",,
13974,"/Persone/Borrul Pascual, Magda (13974)","Borrul Pascual, Magda",,
13975,"/Persone/Morin, Peter (13975)",Peter B. Morin,Q7174136,https://www.wikidata.org/wiki/Q7174136
13976,"/Persone/Nenonen, Markku (13976)",Markku Nenonen,Q20252402,https://www.wikidata.org/wiki/Q20252402
13977,"/Persone/Armitage, Carol (13977)","Armitage, Carol",,
13978,"/Persone/Koons, Jeff (13978)",Jeff Koons,Q297525,https://www.wikidata.org/wiki/Q297525
13979,"/Persone/Salle, David (13979)",Дэвид Салле,Q2637678,https://www.wikidata.org/wiki/Q2637678
13980,"/Persone/Hendrix, Jimi (13980)",Jimi Hendrix,Q5928,https://www.wikidata.org/wiki/Q5928
13981,/Persone/Schoolly D. (13981),Schoolly D.,,
13982,"/Persone/Naharin, Ohad (13982)",Ohad Naharin,Q733785,https://www.wikidata.org/wiki/Q733785
13983,"/Persone/Kajiwara, Mari (13983)",Mari Kajiwara,Q106503489,https://www.wikidata.org/wiki/Q106503489
13984,"/Persone/Bruce, Christopher (13984)",Christopher Bruce,Q5111997,https://www.wikidata.org/wiki/Q5111997
13985,"/Persone/Nordheim, Arne (13985)",Arne Nordheim,Q692690,https://www.wikidata.org/wiki/Q692690
13986,"/Persone/Read, John B. (13986)",John B. Read,Q53111395,https://www.wikidata.org/wiki/Q53111395
13987,"/Persone/Barrena, Joselyn (13987)","Barrena, Joselyn",,
13988,"/Persone/Henzold, Olaf (13988)",Olaf Henzold,Q52826930,https://www.wikidata.org/wiki/Q52826930
13989,"/Persone/Garbarek, Jan (13989)",Jan Garbarek,Q290083,https://www.wikidata.org/wiki/Q290083
13990,"/Persone/Vasconcelos, Nanà (13990)",Naná Vasconcelos,Q707607,https://www.wikidata.org/wiki/Q707607
13991,"/Persone/Katz, William (13991)",William Katz,Q2579558,https://www.wikidata.org/wiki/Q2579558
13992,"/Persone/Herretz, John (13992)","Herretz, John",,
13993,"/Persone/Muller, Jennifer (13993)",Jennifer Müller,Q57209454,https://www.wikidata.org/wiki/Q57209454
13994,"/Persone/Baylis, Nadine (13994)",Nadine Baylis,Q56042450,https://www.wikidata.org/wiki/Q56042450
13995,"/Persone/Urrilla, Irma (13995)","Urrilla, Irma",,
13996,"/Persone/Bjorkoy, Harald (13996)",Harald Bjørkøy,Q5653722,https://www.wikidata.org/wiki/Q5653722
13997,"/Persone/Boye Hansen, Terje (13997)",Terje Boye Hansen,Q12005509,https://www.wikidata.org/wiki/Q12005509
13998,"/Persone/Gudim, Ketil (13998)",Ketil Gudim,Q6395407,https://www.wikidata.org/wiki/Q6395407
13999,"/Persone/Ribera, Jordi (13999)",Jordi Ribera,Q18811503,https://www.wikidata.org/wiki/Q18811503
14000,"/Persone/Rütter, Fredrik (14000)",Fredrik Rütter,Q11970094,https://www.wikidata.org/wiki/Q11970094
14001,"/Persone/Lie, Per (14001)",Per Lie,Q7166747,https://www.wikidata.org/wiki/Q7166747
14002,"/Persone/Fagerholt, Arne (14002)",Arne Fagerholt,Q17058167,https://www.wikidata.org/wiki/Q17058167
14003,"/Persone/Solberg, Terje (14003)",Terje Solberg,Q41476294,https://www.wikidata.org/wiki/Q41476294
14004,"/Persone/Lorentzen, Indra (14004)",Indra Lorentzen,Q6026826,https://www.wikidata.org/wiki/Q6026826
14005,"/Persone/Gudim, Gro (14005)","Gudim, Gro",,
14006,"/Persone/Meza, Alejandro (14006)",Alejandro Grijalba Meza,Q135377901,https://www.wikidata.org/wiki/Q135377901
14007,"/Persone/De Miranda, Jan (14007)",Francisco de Miranda,Q131620917,https://www.wikidata.org/wiki/Q131620917
14008,"/Persone/Rudin, Alexander (14008)",Alexander Rudin,Q337938,https://www.wikidata.org/wiki/Q337938
14009,"/Persone/Martinez, Enrique (14009)",Enrique Martínez Heredia,Q1344072,https://www.wikidata.org/wiki/Q1344072
14010,"/Persone/Grossi, Anna Maria (14010)","Grossi, Anna Maria",,
14011,"/Persone/Vescovo, Bruno (14011)",Francesco Bruno,Q108448943,https://www.wikidata.org/wiki/Q108448943
14012,"/Persone/Podini, Paolo (14012)","Podini, Paolo",,
14013,"/Persone/Coppa, Sebastiano (14013)","Coppa, Sebastiano",,
14014,"/Persone/Peschini, Luciano (14014)","Peschini, Luciano",,
14015,"/Persone/Pavesi, Mariella (14015)","Pavesi, Mariella",,
14016,"/Persone/Benois, Nicola (14016)",Nicola Benois,Q3341616,https://www.wikidata.org/wiki/Q3341616
14017,"/Persone/Enescu, Adrian (14017)",Adrian Enescu,Q372871,https://www.wikidata.org/wiki/Q372871
14018,"/Persone/Renouard, Marc (14018)",Marc Renouard,Q65597892,https://www.wikidata.org/wiki/Q65597892
14019,"/Persone/Vossel, Jean Marc (14019)","Vossel, Jean Marc",,
14020,"/Persone/Comini, Patrizia (14020)","Comini, Patrizia",,
14021,"/Persone/Cantarelli, Maura (14021)","Cantarelli, Maura",,
14022,"/Persone/Villicich, Francesco (14022)","Villicich, Francesco",,
14023,"/Persone/Villanova, Paola (14023)","Villanova, Paola",,
14024,"/Persone/Persig, Emanuela (14024)","Persig, Emanuela",,
14025,"/Persone/Spoerli, Heinz (14025)",Heinz Spoerli,Q125026,https://www.wikidata.org/wiki/Q125026
14026,"/Persone/Joho, Andreas (14026)","Joho, Andreas",,
14027,"/Persone/Márquez, Antonio (14027)",Antonio Márquez,Q3619938,https://www.wikidata.org/wiki/Q3619938
14028,"/Persone/Leiva, Nuría (14028)","Leiva, Nuría",,
14029,"/Persone/Montero, Goyo (14029)",Goyo Montero,Q1540547,https://www.wikidata.org/wiki/Q1540547
14030,"/Persone/Montilla, Rafael (14030)",Rafael Montilla,Q21339554,https://www.wikidata.org/wiki/Q21339554
14031,"/Persone/Trotti, Gerardo (14031)","Trotti, Gerardo",,
14032,"/Persone/Artiguez, Trinidad (14032)","Artiguez, Trinidad",,
14033,"/Persone/Coral, Matilde (14033)",Matilde Coral,Q6006167,https://www.wikidata.org/wiki/Q6006167
14034,/Persone/Currillo (14034),Currillo,,
14035,"/Persone/Franco, Diego (14035)",Diego Franco,Q18419533,https://www.wikidata.org/wiki/Q18419533
14036,"/Persone/Osuna, José (14036)",José Osuna Lameyer,Q6455059,https://www.wikidata.org/wiki/Q6455059
14037,"/Persone/Amaya, Antonio (14037)",Antonio Amaya,Q2705705,https://www.wikidata.org/wiki/Q2705705
14038,"/Persone/Jimenez, Johana (14038)",Johana Flores Jiménez,Q116425093,https://www.wikidata.org/wiki/Q116425093
14039,"/Persone/Muñoz, Manuel L. (14039)",Manuel López-Muñoz,Q57908266,https://www.wikidata.org/wiki/Q57908266
14040,"/Persone/Acosta, Omar (14040)",Omar Acosta,Q56671019,https://www.wikidata.org/wiki/Q56671019
14041,"/Persone/Losada, Amador (14041)",Amador Losada Maya,Q55688813,https://www.wikidata.org/wiki/Q55688813
14042,"/Persone/Omilian, Jolanta (14042)",Jolanta Omilian,Q48848571,https://www.wikidata.org/wiki/Q48848571
14043,"/Persone/Svoboda, Josef (14043)",Josef Svoboda,Q555945,https://www.wikidata.org/wiki/Q555945
14044,"/Persone/Onesti, Maria Gabriella (14044)","Onesti, Maria Gabriella",,
14045,"/Persone/Matteini, Giuliana (14045)","Matteini, Giuliana",,
14046,"/Persone/Costanzo, Giuseppe (14046)",Giuseppe Costanzo,Q735144,https://www.wikidata.org/wiki/Q735144
14047,"/Persone/De Corato, Luigi (14047)",Luigi De Corato,Q61475274,https://www.wikidata.org/wiki/Q61475274
14048,"/Persone/Massari, Alfonso (14048)",Alfonso Maria Massari,Q3611206,https://www.wikidata.org/wiki/Q3611206
14049,"/Persone/Foiani, Giovanni (14049)",Giovanni Foiani,Q61475896,https://www.wikidata.org/wiki/Q61475896
14050,"/Persone/Abbagnato, Giovanni (14050)",Giovanni Orcel,Q3767848,https://www.wikidata.org/wiki/Q3767848
14051,"/Persone/Boschi, Gianni (14051)","Boschi, Gianni",,
14052,"/Persone/Lavesvre, Jean-Noël (14052)","Lavesvre, Jean-Noël",,
14053,"/Persone/Lawton, David (14053)",David Lawton,Q95266162,https://www.wikidata.org/wiki/Q95266162
14054,"/Persone/Farncombe, Charles Frederik (14054)","Farncombe, Charles Frederik",,
14055,"/Persone/Stutzmann, Nathalie (14055)",Nathalie Stutzmann,Q433143,https://www.wikidata.org/wiki/Q433143
14056,"/Persone/Zimmermann, Margarita (14056)",Margarita Vladimirovna Zimmermann,Q3290554,https://www.wikidata.org/wiki/Q3290554
14057,"/Persone/Armani, Laura (14057)","Armani, Laura",,
14058,"/Persone/Brady, Nicholas (14058)",Nicholas F. Brady,Q723444,https://www.wikidata.org/wiki/Q723444
14059,"/Persone/Dalla Pozza, Antonella (14059)","Dalla Pozza, Antonella",,
14060,"/Persone/Dilena, Sara (14060)","Dilena, Sara",,
14061,"/Persone/Perez, Rinaldo (14061)","Perez, Rinaldo",,
14062,"/Persone/Thomaschke, Thomas (14062)",Thomas Thomaschke,Q26296911,https://www.wikidata.org/wiki/Q26296911
14063,"/Persone/De Segur, Sophie (14063)","Sophie Rostopchine, Comtesse de Ségur",Q465681,https://www.wikidata.org/wiki/Q465681
14064,"/Persone/Ermolaeva, Diana (14064)","Ermolaeva, Diana",,
14065,"/Persone/Kuznesova, Maja Vasil'evna (14065)","Kuznesova, Maja Vasil'evna",,
14066,"/Persone/Kazarnoskaja, Ljubov (14066)","Kazarnoskaja, Ljubov",,
14067,"/Persone/Prosalovskaja, Inessa Leonidovna (14067)","Prosalovskaja, Inessa Leonidovna",,
14068,"/Persone/Vasil'ev, Nikolaj Ivanovic (14068)","Vasil'ev, Nikolaj Ivanovic",,
14069,"/Persone/Pankratov, Vladimir Rostislavovic (14069)",Vladimir Pankratov,Q112476130,https://www.wikidata.org/wiki/Q112476130
14070,"/Persone/Solov'eva, Galina (14070)","Solov'eva, Galina",,
14071,"/Persone/Dolgushin, Nikita (14071)",Nikita Dolgushin,Q4164772,https://www.wikidata.org/wiki/Q4164772
14072,"/Persone/Lachmann, Hedwig (14072)",Hedwig Lachmann,Q72070,https://www.wikidata.org/wiki/Q72070
14073,"/Persone/Revueltas, Silvestre (14073)",Silvestre Revueltas,Q332421,https://www.wikidata.org/wiki/Q332421
14074,"/Persone/Lara, Agustín (14074)",Agustín Lara,Q399318,https://www.wikidata.org/wiki/Q399318
14075,"/Persone/Briseño, Severiano (14075)",Severiano Briseño,Q6126370,https://www.wikidata.org/wiki/Q6126370
14076,"/Persone/Vrebalov, Aleksandra (14076)",Aleksandra Vrebalov,Q4715591,https://www.wikidata.org/wiki/Q4715591
14077,"/Persone/Harrington, David (14077)",Dave Harrington,Q5228914,https://www.wikidata.org/wiki/Q5228914
14078,"/Persone/Sherba, John (14078)",John Sherba,Q99677090,https://www.wikidata.org/wiki/Q99677090
14079,"/Persone/Dutt, Hank (14079)",Hank Dutt,Q99673302,https://www.wikidata.org/wiki/Q99673302
14080,"/Persone/Culp, Jennifer (14080)",Jennifer Culp,Q96119732,https://www.wikidata.org/wiki/Q96119732
14081,"/Persone/Colombo Taccani, Giorgio (14081)",Giorgio Colombo Taccani,Q3765376,https://www.wikidata.org/wiki/Q3765376
14082,"/Persone/Balthes, Heinz (14082)",Heinz Balthes,Q1600012,https://www.wikidata.org/wiki/Q1600012
14083,"/Persone/Berner, Heinz (14083)",Heinz Berner,Q23559977,https://www.wikidata.org/wiki/Q23559977
14084,"/Persone/Münzer, Hermann (14084)",Friedrich Münzer,Q88964,https://www.wikidata.org/wiki/Q88964
14085,"/Persone/Henssler, Werner (14085)",Werner Henssler,Q56507124,https://www.wikidata.org/wiki/Q56507124
14086,"/Persone/Batchelor, Norma (14086)",Norma Batchelor,Q135229758,https://www.wikidata.org/wiki/Q135229758
14087,"/Persone/Grizot, Emmanuelle (14087)","Grizot, Emmanuelle",,
14088,"/Persone/Levrè, Domenico (14088)","Levrè, Domenico",,
14089,"/Persone/Lavoie, Serge (14089)",Serge Lavoie,Q79175085,https://www.wikidata.org/wiki/Q79175085
14090,"/Persone/Mazzarelli, Victoria (14090)",Victoria Mazzarelli,Q47363446,https://www.wikidata.org/wiki/Q47363446
14091,"/Persone/Ris, Otto (14091)","Ris, Otto",,
14092,"/Persone/Sharp, Cathy (14092)",Cathy Sharp,Q17038206,https://www.wikidata.org/wiki/Q17038206
14093,"/Persone/Beyer, Ralf (14093)",Ralf Beyer,Q133128073,https://www.wikidata.org/wiki/Q133128073
14094,"/Persone/Graham, Martha (14094)",Martha Graham,Q487604,https://www.wikidata.org/wiki/Q487604
14095,"/Persone/Holdorf, Udo (14095)",Udo Holdorf,Q27688852,https://www.wikidata.org/wiki/Q27688852
14096,"/Persone/Glauser, Elisabeth (14096)",Elisabeth Glauser,Q1329929,https://www.wikidata.org/wiki/Q1329929
14097,"/Persone/Anderson, Sylvia (14097)",Sylvia Anderson,Q2673235,https://www.wikidata.org/wiki/Q2673235
14098,"/Persone/Wlaschiha, Ekkehard (14098)",Ekkehard Wlaschiha,Q5350476,https://www.wikidata.org/wiki/Q5350476
14099,"/Persone/Price, Perry (14099)",Perry Price,Q136634722,https://www.wikidata.org/wiki/Q136634722
14100,"/Persone/Castelli, Francesca (14100)",Francesca Romana Castelli,Q113135076,https://www.wikidata.org/wiki/Q113135076
14101,"/Persone/Palmer, David (14101)",Dee Palmer,Q263636,https://www.wikidata.org/wiki/Q263636
14102,"/Persone/Meyen, Heinz (14102)","Meyen, Heinz",,
14103,"/Persone/Nosotti, Angelo (14103)","Nosotti, Angelo",,
14104,"/Persone/Scardovi, Maurizio (14104)","Scardovi, Maurizio",,
14105,"/Persone/Troisi, Nicola (14105)",Nicola Troisi,Q93355271,https://www.wikidata.org/wiki/Q93355271
14106,"/Persone/Dello Joio, Norman (14106)",Norman Dello Joio,Q724145,https://www.wikidata.org/wiki/Q724145
14107,"/Persone/Rosenthal, Jean (14107)",Jean Rosenthal,Q3174415,https://www.wikidata.org/wiki/Q3174415
14108,"/Persone/Flach, Marise (14108)","Flach, Marise",,
14109,"/Persone/Mayo, Gladys (14109)","Mayo, Gladys",,
14110,"/Persone/Loomis, Harvey Worthington (14110)",Harvey Worthington Loomis,Q919032,https://www.wikidata.org/wiki/Q919032
14111,"/Persone/St. Denis, Ruth (14111)",Ruth St. Denis,Q268760,https://www.wikidata.org/wiki/Q268760
14112,"/Persone/Tarenghi, Mario (14112)",Mario Tarenghi,Q20005825,https://www.wikidata.org/wiki/Q20005825
14113,"/Persone/Heltau, Michael (14113)",Michael Heltau,Q100264,https://www.wikidata.org/wiki/Q100264
14114,"/Persone/Weidinger, Christine (14114)",Christine Weidinger,Q5111216,https://www.wikidata.org/wiki/Q5111216
14115,"/Persone/Roberts, Susan (14115)",Susan Roberts,Q2368934,https://www.wikidata.org/wiki/Q2368934
14116,"/Persone/Shawn, Ted (14116)",Ted Shawn,Q3517048,https://www.wikidata.org/wiki/Q3517048
14117,"/Persone/Meven, Franz Peter (14117)",Peter Meven,Q118835,https://www.wikidata.org/wiki/Q118835
14118,"/Persone/Bladin, Christer (14118)",Christer Bladin,Q95339695,https://www.wikidata.org/wiki/Q95339695
14119,"/Persone/Sherman, Maxine (14119)",Maxine T Sherman,Q57977515,https://www.wikidata.org/wiki/Q57977515
14120,"/Persone/Garay, Judith (14120)","Garay, Judith",,
14121,"/Persone/Herring, Joyce (14121)","Herring, Joyce",,
14122,"/Persone/Horst, Louis (14122)",Louis Horst,Q2353611,https://www.wikidata.org/wiki/Q2353611
14123,"/Persone/Terranova, Vittorio (14123)",Vittorio Terranova,Q2528913,https://www.wikidata.org/wiki/Q2528913
14124,"/Persone/Canonici, Luca (14124)",Luca Canonici,Q3264964,https://www.wikidata.org/wiki/Q3264964
14125,"/Persone/Musella, Laura (14125)","Musella, Laura",,
14126,"/Persone/White, George (14126)",George White,Q374494,https://www.wikidata.org/wiki/Q374494
14127,"/Persone/Skelton, Thomas (14127)",Thomas R. Skelton,Q7793380,https://www.wikidata.org/wiki/Q7793380
14128,"/Persone/Protas, Ron (14128)",Ron Protas,Q7364284,https://www.wikidata.org/wiki/Q7364284
14129,"/Persone/Dakin, Christine (14129)",Christine Dakin,Q5110986,https://www.wikidata.org/wiki/Q5110986
14130,"/Persone/White, Larry (14130)",Larry White,Q6491276,https://www.wikidata.org/wiki/Q6491276
14131,"/Persone/El-Dabh, Halim (14131)",Halim El-Dabh,Q3109811,https://www.wikidata.org/wiki/Q3109811
14132,"/Persone/Noguchi, Isamu (14132)",Isamu Noguchi,Q442628,https://www.wikidata.org/wiki/Q442628
14133,"/Persone/Testi, Mattia (14133)","Testi, Mattia",,
14134,"/Persone/Lyman, Peggy (14134)","Lyman, Peggy",,
14135,"/Persone/Asakawa, Takako (14135)",Takako Asakawa,Q106357037,https://www.wikidata.org/wiki/Q106357037
14136,"/Persone/Branaugh, Lyndon (14136)","Branaugh, Lyndon",,
14137,"/Persone/Topping, Kenneth (14137)","Topping, Kenneth",,
14138,"/Persone/Rooks, Steve (14138)","Rooks, Steve",,
14139,"/Persone/Barnes, Thea Nerissa (14139)",Thea Nerissa Barnes,Q109946498,https://www.wikidata.org/wiki/Q109946498
14140,"/Persone/Littleford, Julian (14140)","Littleford, Julian",,
14141,"/Persone/Foreman, Donlin (14141)","Foreman, Donlin",,
14142,"/Persone/Rioult, Pascal (14142)","Rioult, Pascal",,
14143,"/Persone/Buglisi, Jacqulyn (14143)",Jacqulyn Buglisi,Q16727728,https://www.wikidata.org/wiki/Q16727728
14144,"/Persone/Capucilli, Terese (14144)",Terese Capucilli,Q7702255,https://www.wikidata.org/wiki/Q7702255
14145,"/Persone/Bertacchi, Ginella (14145)","Bertacchi, Ginella",,
14146,"/Persone/Sansavini, Libero (14146)","Sansavini, Libero",,
14147,"/Persone/Travaglini, Torivio (14147)","Travaglini, Torivio",,
14148,"/Persone/Galavotti, Gianni (14148)","Galavotti, Gianni",,
14149,"/Persone/Palazzini, Massimo (14149)","Palazzini, Massimo",,
14150,"/Persone/Pachi, Mario (14150)",Mario Pachi,Q69818295,https://www.wikidata.org/wiki/Q69818295
14151,"/Persone/Fortuzzi, Alberto (14151)",Alberto Fortuzzi,Q92291680,https://www.wikidata.org/wiki/Q92291680
14152,"/Persone/Sorenti, Giovanni (14152)","Sorenti, Giovanni",,
14153,"/Persone/Ottoni, Luigi (14153)","Ottoni, Luigi",,
14154,"/Persone/Bernardi, Marco (14154)",Marco Bernardi,Q16575754,https://www.wikidata.org/wiki/Q16575754
14155,"/Persone/Rauch, Andrea (14155)",Andrea Rauch,Q3615976,https://www.wikidata.org/wiki/Q3615976
14156,"/Persone/Ek, Karine (14156)","Ek, Karine",,
14157,"/Persone/Nielsen, Carl August (14157)",Carl Nielsen,Q205139,https://www.wikidata.org/wiki/Q205139
14158,"/Persone/Lester, Eugene (14158)",Eugene Lester,Q52159153,https://www.wikidata.org/wiki/Q52159153
14159,"/Persone/Emmons, Beverly (14159)",Beverly Emmons,Q4899514,https://www.wikidata.org/wiki/Q4899514
14160,"/Persone/Shaffer, Peter (14160)","Shaffer, Peter",,
14161,"/Persone/Crivello, Guerrino (14161)",Guerrino Crivello,Q3778812,https://www.wikidata.org/wiki/Q3778812
14162,"/Persone/Patané, Mario (14162)",Mario Patanè,Q114164127,https://www.wikidata.org/wiki/Q114164127
14163,"/Persone/Hermanin, Paolo (14163)","Hermanin, Paolo",,
14164,"/Persone/Triestino, Paolo (14164)",Paolo Triestino,Q3894538,https://www.wikidata.org/wiki/Q3894538
14165,"/Persone/Romoli, Maurizio (14165)","Romoli, Maurizio",,
14166,"/Persone/Macrì, Nazareno (14166)","Macrì, Nazareno",,
14167,"/Persone/De Carolis, Maria Teresa (14167)","De Carolis, Maria Teresa",,
14168,"/Persone/Cederna, Giuseppe (14168)",Giuseppe Cederna,Q1042251,https://www.wikidata.org/wiki/Q1042251
14169,"/Persone/Mazzoni, Pierfrancesco (14169)","Mazzoni, Pierfrancesco",,
14170,"/Persone/Sangermano, Franco (14170)",Franco Sangermano,Q3751580,https://www.wikidata.org/wiki/Q3751580
14171,"/Persone/Mandelli, Hermana Carmen (14171)","Mandelli, Hermana Carmen",,
14172,"/Persone/Bonomi, Paola (14172)","Bonomi, Paola",,
14173,"/Persone/Flaiano, Ennio (14173)",Ennio Flaiano,Q222791,https://www.wikidata.org/wiki/Q222791
14174,"/Persone/Manfredi, Nino (14174)",Nino Manfredi,Q55456,https://www.wikidata.org/wiki/Q55456
14175,"/Persone/Manfredi, Erminia (14175)",Erminia Ferrari,Q3732025,https://www.wikidata.org/wiki/Q3732025
14176,"/Persone/Pietrantonio, Silvia (14176)","Pietrantonio, Silvia",,
14177,"/Persone/Schnitzler, Arthur (14177)",Arthur Schnitzler,Q44331,https://www.wikidata.org/wiki/Q44331
14178,"/Persone/Malfitano, Angela (14178)","Malfitano, Angela",,
14179,"/Persone/Palminiello, Renata (14179)","Palminiello, Renata",,
14180,"/Persone/Pattonieri, Giovanna (14180)","Pattonieri, Giovanna",,
14181,"/Persone/Salmon, Thierry (14181)",Thierry Salmon,Q3524501,https://www.wikidata.org/wiki/Q3524501
14182,"/Persone/Maddalena, Flavia (14182)",Magdalena Tulli,Q2068682,https://www.wikidata.org/wiki/Q2068682
14183,"/Persone/Bagnoli, Enrico (14183)",Enrico Bagnoli,Q3725603,https://www.wikidata.org/wiki/Q3725603
14184,"/Persone/Groppali, Enrico (14184)",Enrico Groppali,Q112354589,https://www.wikidata.org/wiki/Q112354589
14185,"/Persone/Perucchetti, Riccardo (14185)","Perucchetti, Riccardo",,
14186,"/Persone/Cioffi, Maria (14186)",Regina Maria Cioffi Batagini,Q61873914,https://www.wikidata.org/wiki/Q61873914
14187,"/Persone/Scaramuzza, Rosa (14187)","Scaramuzza, Rosa",,
14188,"/Persone/Casini, Simone (14188)",Simone Casini,Q112548151,https://www.wikidata.org/wiki/Q112548151
14189,"/Persone/Scarpat, Domenico (14189)","Scarpat, Domenico",,
